project_id,state,district,parliamentary_constituency,implementing_agency,road_type,road_length_km,estimated_cost_lakh,actual_expenditure_lakh,planned_duration_days,actual_duration_days,project_start_date,project_completion_date,latitude,longitude,project_status,ground_truth_anomaly
MPLADS-RD-00295,Assam,Dibrugarh,Dibrugarh,Block Development Office,Urban Internal Road,1.95,25.25,25.46,52,70,2021-05-16,2021-07-25,27.349145,94.908773,Delayed,0
MPLADS-RD-00296,Haryana,Hisar,Hisar,Rural Engineering Services,Urban Internal Road,0.7,6.08,5.31,51,44,2024-12-13,2025-01-26,29.117041,75.741228,Completed,0
MPLADS-RD-00297,West Bengal,Kolkata,Kolkata Dakshin,Block Development Office,Urban Internal Road,1.89,20.78,18.15,45,44,2024-11-02,2024-12-16,22.569486,88.338857,Completed,0
MPLADS-RD-00298,Chhattisgarh,Bilaspur,Bilaspur,Block Development Office,Urban Internal Road,2.53,28.33,26.82,53,73,2022-12-06,2023-02-17,22.070657,82.259798,Delayed,0
MPLADS-RD-00299,Jharkhand,Ranchi,Ranchi,Municipal Corporation,Village Road,1.0,3.88,4.07,47,48,2020-02-14,2020-04-02,23.357246,85.258361,Completed,0
MPLADS-RD-00300,Chhattisgarh,Durg,Durg,Block Development Office,Village Road,3.09,13.51,13.73,84,83,2020-09-15,2020-12-07,21.076501,81.320606,Completed,0
MPLADS-RD-00301,Odisha,Cuttack,Cuttack,State PWD Division,State Highway Link,7.11,111.58,114.83,105,108,2021-05-02,2021-08-18,20.428695,85.892504,Completed,0
MPLADS-RD-00302,Uttarakhand,Nainital,Nainital-Udhamsingh Nagar,Municipal Corporation,Village Road,1.68,7.82,8.02,71,127,2023-07-03,2023-11-07,29.336945,79.460574,Delayed,0
MPLADS-RD-00303,Madhya Pradesh,Gwalior,Gwalior,CPWD Division,Urban Internal Road,1.8,18.19,18.02,57,69,2021-06-18,2021-08-26,26.255701,78.114057,Delayed,0
MPLADS-RD-00304,Gujarat,Bhavnagar,Bhavnagar,CPWD Division,District Road,5.52,65.04,61.36,115,118,2022-12-12,2023-04-09,21.721436,72.14888,Completed,0
MPLADS-RD-00305,Madhya Pradesh,Gwalior,Gwalior,Block Development Office,Urban Internal Road,2.75,36.11,16.32,59,52,2019-10-03,,26.14599,78.161982,Ongoing,0
MPLADS-RD-00306,Bihar,Darbhanga,Darbhanga,Panchayati Raj Engineering Department,Village Road,3.92,13.79,16.55,95,102,2020-04-27,2020-08-07,26.182182,85.886095,Completed,0
MPLADS-RD-00307,Tamil Nadu,Madurai,Madurai,Rural Engineering Services,Village Road,0.61,1.79,1.79,47,70,2022-04-22,2022-07-01,9.99938,78.261464,Delayed,0
MPLADS-RD-00308,Rajasthan,Bikaner,Bikaner,Rural Engineering Services,Urban Internal Road,0.59,4.49,4.6,45,59,2023-12-18,2024-02-15,27.965816,73.099763,Delayed,0
MPLADS-RD-00309,Chhattisgarh,Durg,Durg,Zilla Parishad,Village Road,1.27,13.66,13.5,63,67,2024-05-18,2024-07-24,21.192454,81.267565,Completed,1
MPLADS-RD-00310,Odisha,Cuttack,Cuttack,Zilla Parishad,Village Road,0.94,15.97,16.95,119,169,2023-11-08,2024-04-25,20.386029,85.888939,Completed,1
MPLADS-RD-00311,Gujarat,Bhavnagar,Bhavnagar,Zilla Parishad,District Road,9.83,101.09,109.58,162,170,2022-03-23,2022-09-09,21.652687,72.074902,Completed,0
MPLADS-RD-00312,Uttarakhand,Dehradun,Tehri Garhwal,Municipal Corporation,District Road,7.52,61.59,61.51,98,97,2020-12-15,2021-03-22,30.325667,78.058595,Completed,0
MPLADS-RD-00313,Uttar Pradesh,Agra,Agra,Municipal Corporation,Urban Internal Road,2.36,31.54,35.32,55,51,2024-08-30,2024-10-20,27.283595,78.107936,Completed,0
MPLADS-RD-00314,Bihar,Muzaffarpur,Muzaffarpur,Panchayati Raj Engineering Department,District Road,1.62,17.24,17.3,45,41,2023-12-29,2024-02-08,26.097778,85.37677,Completed,0
MPLADS-RD-00315,Tamil Nadu,Madurai,Madurai,CPWD Division,State Highway Link,11.97,175.33,74.92,199,113,2023-04-25,,9.837286,78.076495,Ongoing,0
MPLADS-RD-00316,Haryana,Karnal,Karnal,Block Development Office,Rural Link Road,4.69,32.21,31.8,90,99,2021-05-15,2021-08-22,29.657411,76.902181,Completed,0
MPLADS-RD-00317,Assam,Kamrup Metropolitan,Guwahati,State PWD Division,State Highway Link,12.87,187.49,177.46,191,186,2020-06-18,2020-12-21,26.137651,91.5811,Completed,0
MPLADS-RD-00318,Rajasthan,Jaipur,Jaipur,Block Development Office,State Highway Link,7.85,156.4,170.28,142,175,2023-05-16,2023-11-07,26.942351,75.837859,Completed,0
MPLADS-RD-00319,Gujarat,Bhavnagar,Bhavnagar,District Rural Development Agency (DRDA),Rural Link Road,3.69,19.6,19.83,109,96,2022-10-07,2023-01-11,21.843625,71.932795,Completed,0
MPLADS-RD-00320,Odisha,Cuttack,Cuttack,Panchayati Raj Engineering Department,State Highway Link,11.86,159.74,154.91,170,168,2019-06-20,2019-12-05,20.492842,85.985986,Completed,0
MPLADS-RD-00321,Telangana,Karimnagar,Karimnagar,Zilla Parishad,Urban Internal Road,1.68,17.13,17.57,48,56,2021-05-16,2021-07-11,18.323498,79.16236,Completed,0
MPLADS-RD-00322,Telangana,Hyderabad,Hyderabad,Panchayati Raj Engineering Department,Village Road,2.42,5.24,5.0,58,60,2024-11-29,2025-01-28,17.427904,78.455833,Completed,0
MPLADS-RD-00323,Telangana,Warangal,Warangal,Panchayati Raj Engineering Department,State Highway Link,14.33,193.73,138.71,198,104,2022-03-18,,18.002697,79.652182,Ongoing,0
MPLADS-RD-00324,Karnataka,Belagavi,Belgaum,CPWD Division,Village Road,2.36,12.76,13.49,76,89,2024-05-15,2024-08-12,15.825311,74.455552,Completed,0
MPLADS-RD-00325,Chhattisgarh,Durg,Durg,CPWD Division,Village Road,2.03,8.67,8.07,67,67,2023-07-26,2023-10-01,21.141273,81.156195,Completed,0
MPLADS-RD-00326,Tamil Nadu,Madurai,Madurai,State PWD Division,Rural Link Road,3.83,20.41,21.98,104,110,2021-06-29,2021-10-17,9.892373,78.255185,Completed,0
MPLADS-RD-00327,Madhya Pradesh,Ujjain,Ujjain,District Rural Development Agency (DRDA),Rural Link Road,5.41,29.38,31.91,122,146,2022-05-03,2022-09-26,23.216483,75.654171,Completed,0
MPLADS-RD-00328,Bihar,Darbhanga,Darbhanga,Block Development Office,Rural Link Road,0.94,6.08,4.62,63,46,2022-09-27,,26.199513,85.844144,Ongoing,0
MPLADS-RD-00329,Haryana,Karnal,Karnal,Panchayati Raj Engineering Department,Urban Internal Road,1.1,13.59,13.08,52,61,2024-01-12,2024-03-13,29.666767,76.848041,Delayed,0
MPLADS-RD-00330,Maharashtra,Nagpur,Nagpur,Zilla Parishad,Rural Link Road,1.41,9.72,17.33,46,49,2021-04-21,2021-06-09,21.129272,79.144553,Completed,1
MPLADS-RD-00331,Jharkhand,Ranchi,Ranchi,CPWD Division,Village Road,0.67,1.83,0.75,53,31,2019-07-29,,23.284702,85.315533,Ongoing,0
MPLADS-RD-00332,Assam,Kamrup Metropolitan,Guwahati,State PWD Division,Rural Link Road,1.44,8.74,8.71,60,63,2024-05-19,2024-07-21,26.153714,91.711853,Completed,0
MPLADS-RD-00333,Assam,Jorhat,Jorhat,CPWD Division,Urban Internal Road,0.66,20.51,20.25,45,66,2019-12-23,2020-02-27,26.841464,94.174725,Delayed,1
MPLADS-RD-00334,Bihar,Muzaffarpur,Muzaffarpur,Municipal Corporation,Urban Internal Road,1.73,25.09,24.39,45,52,2021-10-07,2021-11-28,26.167712,85.182449,Completed,0
MPLADS-RD-00335,Tamil Nadu,Coimbatore,Coimbatore,State PWD Division,District Road,8.58,95.82,35.72,137,85,2021-02-02,,11.025632,76.923133,Ongoing,0
MPLADS-RD-00336,Assam,Silchar,Silchar,District Rural Development Agency (DRDA),Village Road,3.7,13.21,12.68,93,107,2021-04-12,2021-07-28,24.857577,92.819821,Delayed,0
MPLADS-RD-00337,Tamil Nadu,Chennai,Chennai Central,Rural Engineering Services,District Road,1.56,8.23,8.09,45,67,2021-07-10,2021-09-15,13.001133,80.283949,Delayed,0
MPLADS-RD-00338,Punjab,Jalandhar,Jalandhar,Municipal Corporation,State Highway Link,12.82,188.62,116.19,165,99,2024-10-28,,31.323844,75.593428,Ongoing,0
MPLADS-RD-00339,Bihar,Patna,Patna Sahib,Zilla Parishad,Urban Internal Road,10.29,17.06,15.72,45,40,2024-08-23,2024-10-02,25.619978,85.132996,Completed,1
MPLADS-RD-00340,Uttarakhand,Nainital,Nainital-Udhamsingh Nagar,Zilla Parishad,Village Road,1.88,8.43,3.64,58,40,2023-05-16,,29.369276,79.445705,Ongoing,0
MPLADS-RD-00341,Karnataka,Kalaburagi,Gulbarga,Panchayati Raj Engineering Department,State Highway Link,8.54,174.48,196.1,114,121,2025-05-26,2025-09-24,17.440505,76.862658,Completed,0
MPLADS-RD-00342,Chhattisgarh,Raipur,Raipur,Municipal Corporation,Rural Link Road,4.1,26.18,12.44,129,74,2023-09-04,,21.167347,81.489719,Ongoing,0
MPLADS-RD-00343,Haryana,Karnal,Karnal,Zilla Parishad,Urban Internal Road,0.69,7.87,7.87,45,44,2019-09-02,2019-10-16,29.59352,76.971265,Completed,0
MPLADS-RD-00344,Rajasthan,Udaipur,Udaipur,Block Development Office,State Highway Link,13.6,820.01,953.58,207,97,2022-04-01,,24.645624,73.798252,Ongoing,1
MPLADS-RD-00345,Maharashtra,Nagpur,Nagpur,State PWD Division,Village Road,3.17,19.89,17.44,92,126,2024-07-22,2024-11-25,21.16666,79.085512,Delayed,0
MPLADS-RD-00346,Uttarakhand,Nainital,Nainital-Udhamsingh Nagar,Municipal Corporation,Village Road,0.63,2.36,2.34,45,46,2020-07-08,2020-08-23,29.374796,79.390369,Completed,0
MPLADS-RD-00347,Kerala,Kozhikode,Kozhikode,Rural Engineering Services,State Highway Link,4.24,65.71,70.85,63,77,2019-07-28,2019-10-13,11.292034,75.785997,Delayed,0
MPLADS-RD-00348,Jharkhand,Dhanbad,Dhanbad,Rural Engineering Services,Village Road,2.85,8.91,3.72,111,66,2021-02-11,,23.753024,86.397469,Ongoing,0
MPLADS-RD-00349,Tamil Nadu,Coimbatore,Coimbatore,Panchayati Raj Engineering Department,Village Road,1.35,3.56,2.49,57,30,2019-06-11,,11.031797,76.875578,Ongoing,0
MPLADS-RD-00350,Punjab,Jalandhar,Jalandhar,Block Development Office,Rural Link Road,1.92,11.67,12.15,45,45,2021-01-02,2021-02-16,31.298102,75.539212,Completed,0
MPLADS-RD-00351,Telangana,Warangal,Warangal,Rural Engineering Services,Village Road,3.32,8.81,7.67,87,120,2021-01-17,2021-05-17,18.170298,79.744248,Delayed,0
MPLADS-RD-00352,Assam,Kamrup Metropolitan,Guwahati,State PWD Division,Rural Link Road,5.81,41.49,19.36,100,53,2023-05-11,,26.330982,91.801756,Ongoing,0
MPLADS-RD-00353,Maharashtra,Thane,Thane,State PWD Division,State Highway Link,12.21,348.8,358.69,164,230,2021-11-29,2022-07-17,19.154543,73.047475,Delayed,0
MPLADS-RD-00354,Assam,Jorhat,Jorhat,State PWD Division,Urban Internal Road,0.77,10.79,6.71,45,33,2025-04-27,,26.75066,94.285261,Ongoing,0
MPLADS-RD-00355,Kerala,Ernakulam,Ernakulam,CPWD Division,Urban Internal Road,2.55,33.76,35.62,56,49,2021-09-23,2021-11-11,9.878249,76.32811,Completed,0
MPLADS-RD-00356,Bihar,Patna,Patna Sahib,Rural Engineering Services,State Highway Link,6.32,121.31,129.52,119,176,2021-08-16,2022-02-08,25.513085,85.147728,Delayed,0
MPLADS-RD-00357,Tamil Nadu,Chennai,Chennai Central,Rural Engineering Services,Village Road,2.22,7.62,8.24,70,94,2021-10-26,2022-01-28,13.169019,80.136156,Delayed,0
MPLADS-RD-00358,Tamil Nadu,Tiruchirappalli,Tiruchirappalli,District Rural Development Agency (DRDA),District Road,4.22,37.91,40.51,104,109,2023-04-25,2023-08-12,10.796789,78.635676,Completed,0
MPLADS-RD-00359,Madhya Pradesh,Gwalior,Gwalior,Zilla Parishad,State Highway Link,11.5,235.78,230.21,174,155,2020-07-18,2020-12-20,26.151778,78.040691,Completed,0
MPLADS-RD-00360,Maharashtra,Thane,Thane,Rural Engineering Services,State Highway Link,7.23,165.85,174.0,121,159,2022-09-12,2023-02-18,19.141659,72.899452,Completed,0
MPLADS-RD-00361,Chhattisgarh,Durg,Durg,Zilla Parishad,State Highway Link,12.42,214.0,156.16,191,119,2019-06-25,,21.311951,81.063144,Ongoing,0
MPLADS-RD-00362,West Bengal,Malda,Maldaha Uttar,Block Development Office,Village Road,3.13,13.27,14.17,73,84,2023-08-14,2023-11-06,25.112918,88.258601,Completed,0
MPLADS-RD-00363,Gujarat,Ahmedabad,Ahmedabad East,District Rural Development Agency (DRDA),District Road,6.38,73.45,69.56,124,143,2023-06-08,2023-10-29,23.033124,72.423182,Completed,0
MPLADS-RD-00364,Jharkhand,Dhanbad,Dhanbad,CPWD Division,Village Road,0.54,3.02,3.11,45,48,2021-03-21,2021-05-08,23.635418,86.55874,Completed,0
MPLADS-RD-00365,Telangana,Karimnagar,Karimnagar,Rural Engineering Services,District Road,9.55,81.79,82.04,133,171,2021-03-03,2021-08-21,18.538377,79.353812,Delayed,0
MPLADS-RD-00366,Jharkhand,Ranchi,Ranchi,State PWD Division,State Highway Link,14.86,295.95,150.21,223,134,2024-10-14,,23.49893,85.31067,Ongoing,0
MPLADS-RD-00367,Uttarakhand,Nainital,Nainital-Udhamsingh Nagar,District Rural Development Agency (DRDA),Village Road,2.47,9.71,9.86,55,50,2022-02-27,2022-04-18,29.34392,79.583806,Completed,0
MPLADS-RD-00368,Bihar,Gaya,Gaya,District Rural Development Agency (DRDA),Village Road,1.18,4.6,4.67,50,53,2022-01-24,2022-03-18,24.651462,85.150844,Completed,0
MPLADS-RD-00369,Maharashtra,Aurangabad,Aurangabad,State PWD Division,Urban Internal Road,2.58,40.56,36.29,73,75,2020-05-08,2020-07-22,20.001462,75.383993,Completed,0
MPLADS-RD-00370,Maharashtra,Kolhapur,Kolhapur,CPWD Division,District Road,9.0,89.76,88.74,118,114,2021-05-30,2021-09-21,16.710862,74.246302,Completed,0
MPLADS-RD-00371,Rajasthan,Jodhpur,Jodhpur,Block Development Office,Village Road,0.61,2.63,4.78,45,42,2021-06-01,2021-07-13,26.326995,72.982641,Completed,1
MPLADS-RD-00372,Karnataka,Hubballi-Dharwad,Dharwad,Zilla Parishad,State Highway Link,10.47,180.8,170.11,192,188,2025-04-24,2025-10-29,15.435635,75.045148,Completed,0
MPLADS-RD-00373,Haryana,Karnal,Karnal,State PWD Division,District Road,4.96,59.89,58.14,112,152,2022-07-06,2022-12-05,29.769351,76.921273,Delayed,0
MPLADS-RD-00374,Gujarat,Vadodara,Vadodara,CPWD Division,Rural Link Road,1.95,12.24,12.29,61,55,2021-01-18,2021-03-14,22.3644,73.113198,Completed,0
MPLADS-RD-00375,Odisha,Ganjam,Berhampur,Rural Engineering Services,District Road,9.74,96.77,98.62,137,161,2022-07-15,2022-12-23,19.400377,84.80194,Completed,0
MPLADS-RD-00376,Assam,Kamrup Metropolitan,Guwahati,Panchayati Raj Engineering Department,State Highway Link,7.77,98.5,101.96,143,167,2025-01-24,2025-07-10,26.070052,91.714799,Completed,0
MPLADS-RD-00377,Haryana,Faridabad,Faridabad,Block Development Office,State Highway Link,6.29,135.3,129.01,104,103,2020-07-15,2020-10-26,28.377809,77.435991,Completed,0
MPLADS-RD-00378,Tamil Nadu,Salem,Salem,District Rural Development Agency (DRDA),State Highway Link,4.46,85.86,87.93,117,139,2020-10-23,2021-03-11,11.732559,78.203527,Delayed,0
MPLADS-RD-00379,Rajasthan,Jaipur,Jaipur,CPWD Division,State Highway Link,2.25,36.82,37.39,65,96,2022-03-20,2022-06-24,26.891486,75.73454,Delayed,0
MPLADS-RD-00380,Uttarakhand,Dehradun,Tehri Garhwal,Municipal Corporation,State Highway Link,2.32,30.58,29.59,56,60,2019-08-05,2019-10-04,30.345662,77.974119,Completed,0
MPLADS-RD-00381,Uttar Pradesh,Varanasi,Varanasi,District Rural Development Agency (DRDA),State Highway Link,14.46,399.44,401.82,186,194,2023-08-28,2024-03-09,25.1974,82.736738,Completed,0
MPLADS-RD-00382,Kerala,Kozhikode,Kozhikode,Rural Engineering Services,Rural Link Road,5.6,37.05,25.15,153,99,2025-05-18,,11.345121,75.684593,Ongoing,0
MPLADS-RD-00383,Odisha,Ganjam,Berhampur,Block Development Office,State Highway Link,13.82,224.21,223.26,147,159,2022-07-27,2023-01-02,19.477706,84.787132,Completed,0
MPLADS-RD-00384,West Bengal,Darjeeling,Darjeeling,Rural Engineering Services,Rural Link Road,3.47,18.25,17.19,47,45,2021-01-30,2021-03-16,27.16087,88.229593,Completed,0
MPLADS-RD-00385,Assam,Kamrup Metropolitan,Guwahati,Block Development Office,Rural Link Road,1.19,5.0,9.05,48,30,2019-09-03,2019-10-12,26.088402,91.771305,Delayed,1
MPLADS-RD-00386,Rajasthan,Kota,Kota,State PWD Division,Urban Internal Road,1.73,14.8,14.72,51,68,2020-11-22,2021-01-29,25.202756,75.839306,Completed,0
MPLADS-RD-00387,Tamil Nadu,Tiruchirappalli,Tiruchirappalli,Rural Engineering Services,District Road,3.38,108.03,115.84,78,88,2022-05-18,2022-08-14,10.632207,78.77881,Completed,1
MPLADS-RD-00388,Jharkhand,Jamshedpur (East Singhbhum),Jamshedpur,Zilla Parishad,Urban Internal Road,0.94,10.04,4.08,45,30,2020-01-27,,22.830284,86.254285,Ongoing,0
MPLADS-RD-00389,Odisha,Sambalpur,Sambalpur,Rural Engineering Services,District Road,3.86,46.37,41.95,94,79,2021-10-27,2022-01-14,21.633058,83.98115,Completed,0
MPLADS-RD-00390,Rajasthan,Jaipur,Jaipur,CPWD Division,State Highway Link,12.34,215.98,221.15,171,170,2022-06-11,2022-11-28,26.909892,75.671824,Completed,0
MPLADS-RD-00391,Odisha,Khordha,Bhubaneswar,District Rural Development Agency (DRDA),Rural Link Road,4.96,24.11,24.45,102,176,2019-12-28,2020-06-21,20.259691,85.805342,Delayed,0
MPLADS-RD-00392,Tamil Nadu,Coimbatore,Coimbatore,CPWD Division,District Road,6.27,62.45,59.6,108,159,2020-07-06,2020-12-12,11.085847,76.890666,Delayed,0
MPLADS-RD-00393,Uttar Pradesh,Agra,Agra,CPWD Division,Village Road,1.8,8.46,4.14,61,30,2024-08-19,,27.167151,77.878427,Ongoing,0
MPLADS-RD-00394,Tamil Nadu,Chennai,Chennai Central,District Rural Development Agency (DRDA),Urban Internal Road,2.62,34.75,38.0,72,69,2021-02-21,2021-05-01,13.121419,80.249834,Completed,0
MPLADS-RD-00395,Chhattisgarh,Durg,Durg,Block Development Office,Village Road,3.69,17.51,18.83,114,159,2023-02-09,2023-07-18,21.143948,81.340474,Delayed,0
MPLADS-RD-00396,Assam,Silchar,Silchar,Panchayati Raj Engineering Department,District Road,7.6,78.44,75.21,122,121,2023-01-06,2023-05-07,24.946902,92.631617,Completed,0
MPLADS-RD-00397,Madhya Pradesh,Jabalpur,Jabalpur,CPWD Division,Rural Link Road,5.89,31.64,33.84,102,105,2021-12-12,2022-03-27,23.151944,80.009745,Completed,0
MPLADS-RD-00398,West Bengal,Darjeeling,Darjeeling,Zilla Parishad,District Road,9.93,72.36,78.32,151,172,2023-10-31,2024-04-20,27.098044,88.204607,Completed,0
MPLADS-RD-00399,Maharashtra,Aurangabad,Aurangabad,Rural Engineering Services,Urban Internal Road,0.57,6.57,6.64,49,80,2024-04-01,2024-06-20,19.996369,75.258913,Delayed,0
MPLADS-RD-00400,Karnataka,Mysuru,Mysore,Rural Engineering Services,Village Road,0.83,4.5,4.49,54,78,2023-02-12,2023-05-01,12.265425,76.669556,Delayed,0
MPLADS-RD-00401,Punjab,Jalandhar,Jalandhar,Panchayati Raj Engineering Department,Urban Internal Road,1.69,19.43,18.81,45,56,2024-03-17,2024-05-12,31.356892,75.57846,Completed,0
MPLADS-RD-00402,Assam,Silchar,Silchar,Panchayati Raj Engineering Department,Village Road,1.8,6.0,5.99,70,69,2023-03-20,2023-05-28,24.738504,92.701691,Completed,0
MPLADS-RD-00403,Uttarakhand,Dehradun,Tehri Garhwal,Municipal Corporation,Rural Link Road,2.4,11.09,6.03,81,55,2020-11-06,,30.323661,78.013219,Ongoing,0
MPLADS-RD-00404,Uttar Pradesh,Varanasi,Varanasi,District Rural Development Agency (DRDA),Urban Internal Road,0.53,5.8,5.99,47,44,2019-06-24,2019-08-07,25.358833,82.927697,Completed,0
MPLADS-RD-00405,Madhya Pradesh,Jabalpur,Jabalpur,Panchayati Raj Engineering Department,Rural Link Road,2.85,21.44,9.83,77,50,2019-09-08,,23.294405,79.979373,Ongoing,0
MPLADS-RD-00406,Telangana,Hyderabad,Hyderabad,State PWD Division,Urban Internal Road,1.65,13.92,13.89,61,91,2022-12-23,2023-03-24,17.378904,78.512556,Delayed,0
MPLADS-RD-00407,Uttar Pradesh,Prayagraj,Phulpur,Rural Engineering Services,District Road,9.22,83.85,86.64,183,198,2022-11-16,2023-06-02,25.334359,81.626326,Completed,0
MPLADS-RD-00408,Assam,Jorhat,Jorhat,Zilla Parishad,Village Road,2.33,7.09,7.28,88,115,2023-07-22,2023-11-14,26.781768,94.142655,Delayed,0
MPLADS-RD-00409,Rajasthan,Udaipur,Udaipur,Panchayati Raj Engineering Department,State Highway Link,14.82,251.31,222.82,289,272,2022-09-18,2023-06-17,24.624995,73.66257,Completed,0
MPLADS-RD-00410,Assam,Dibrugarh,Dibrugarh,Municipal Corporation,Rural Link Road,1.94,11.09,12.05,46,66,2019-06-29,2019-09-03,27.482268,94.947578,Delayed,0
MPLADS-RD-00411,Rajasthan,Kota,Kota,State PWD Division,Rural Link Road,2.94,17.04,17.5,68,88,2023-01-22,2023-04-20,25.357663,75.960111,Delayed,0
MPLADS-RD-00412,Telangana,Warangal,Warangal,Municipal Corporation,District Road,5.82,73.71,90.33,117,384,2020-01-20,2021-02-07,18.013233,79.534205,Delayed,1
MPLADS-RD-00413,Jharkhand,Dhanbad,Dhanbad,Municipal Corporation,Urban Internal Road,0.46,4.77,5.1,45,59,2024-06-30,2024-08-28,23.839101,86.692082,Delayed,0
MPLADS-RD-00414,Assam,Silchar,Silchar,CPWD Division,Rural Link Road,1.24,6.89,6.84,50,54,2023-12-26,2024-02-18,24.772882,92.559737,Completed,0
MPLADS-RD-00415,Bihar,Patna,Patna Sahib,Panchayati Raj Engineering Department,District Road,0.69,258.45,268.46,261,465,2023-02-06,2024-05-16,25.68754,85.036233,Delayed,1
MPLADS-RD-00416,Telangana,Nizamabad,Nizamabad,Municipal Corporation,State Highway Link,6.47,115.32,128.98,112,106,2020-03-11,2020-06-25,18.545944,78.094864,Completed,0
MPLADS-RD-00417,Kerala,Ernakulam,Ernakulam,Municipal Corporation,District Road,8.6,59.19,58.65,192,212,2024-10-06,2025-05-06,9.964005,76.327221,Completed,0
MPLADS-RD-00418,Uttar Pradesh,Varanasi,Varanasi,Panchayati Raj Engineering Department,State Highway Link,2.71,36.06,34.9,69,65,2021-10-26,2021-12-30,25.381887,83.111562,Completed,0
MPLADS-RD-00419,Maharashtra,Pune,Pune,Block Development Office,Village Road,2.48,9.92,21.99,81,78,2020-02-20,2020-05-08,18.582588,73.913617,Completed,1
MPLADS-RD-00420,Haryana,Karnal,Karnal,Municipal Corporation,District Road,6.33,56.13,56.68,104,152,2024-08-04,2025-01-03,29.569128,76.964926,Delayed,0
MPLADS-RD-00421,Maharashtra,Pune,Pune,Municipal Corporation,State Highway Link,3.91,66.72,67.91,53,72,2023-12-21,2024-03-02,18.467507,73.70903,Delayed,0
MPLADS-RD-00422,Uttarakhand,Dehradun,Tehri Garhwal,District Rural Development Agency (DRDA),Rural Link Road,5.09,22.64,20.77,121,124,2020-03-21,2020-07-23,30.222775,78.00274,Completed,0
MPLADS-RD-00423,Tamil Nadu,Chennai,Chennai Central,State PWD Division,Village Road,1.37,4.49,4.35,53,48,2021-04-24,2021-06-11,13.220791,80.117455,Completed,0
MPLADS-RD-00424,Karnataka,Kalaburagi,Gulbarga,CPWD Division,District Road,3.27,30.38,31.31,69,66,2021-03-10,2021-05-15,17.310926,76.93124,Completed,0
MPLADS-RD-00425,Kerala,Thrissur,Thrissur,Block Development Office,State Highway Link,3.3,106.84,105.62,65,85,2023-11-20,2024-02-13,10.388481,76.144595,Delayed,1
MPLADS-RD-00426,West Bengal,Howrah,Howrah,State PWD Division,Urban Internal Road,1.38,20.28,21.67,45,42,2022-03-04,2022-04-15,22.706852,88.23827,Completed,0
MPLADS-RD-00427,Haryana,Hisar,Hisar,CPWD Division,Village Road,1.0,1.41,1.4,62,75,2025-02-23,2025-05-09,29.131003,75.761797,Completed,0
MPLADS-RD-00428,Chhattisgarh,Bilaspur,Bilaspur,State PWD Division,Village Road,3.67,11.91,7.41,115,67,2023-01-31,,22.091486,82.101513,Ongoing,0
MPLADS-RD-00429,Punjab,Patiala,Patiala,CPWD Division,Village Road,3.95,11.11,11.61,85,99,2021-11-10,2022-02-17,30.188196,76.396258,Completed,0
MPLADS-RD-00430,Assam,Silchar,Silchar,Zilla Parishad,State Highway Link,3.49,73.95,77.78,94,130,2021-02-17,2021-06-27,24.763215,92.729329,Delayed,0
MPLADS-RD-00431,Maharashtra,Thane,Thane,Rural Engineering Services,Urban Internal Road,0.96,8.16,7.89,51,63,2022-02-21,2022-04-25,19.05927,72.856908,Delayed,0
MPLADS-RD-00432,Punjab,Jalandhar,Jalandhar,Block Development Office,Urban Internal Road,1.32,11.51,3.86,53,30,2020-01-09,,31.429481,75.468192,Ongoing,0
MPLADS-RD-00433,Madhya Pradesh,Bhopal,Bhopal,Rural Engineering Services,Urban Internal Road,2.68,42.14,52.29,69,267,2021-11-14,2022-08-08,23.340675,77.296484,Delayed,1
MPLADS-RD-00434,Odisha,Sambalpur,Sambalpur,District Rural Development Agency (DRDA),Village Road,0.57,2.2,2.14,58,78,2020-07-01,2020-09-17,21.460919,83.96808,Delayed,0
MPLADS-RD-00435,Uttarakhand,Haridwar,Haridwar,Block Development Office,Urban Internal Road,2.37,29.04,26.27,58,57,2021-07-18,2021-09-13,29.88684,78.220308,Completed,0
MPLADS-RD-00436,Tamil Nadu,Tiruchirappalli,Tiruchirappalli,District Rural Development Agency (DRDA),State Highway Link,4.8,91.54,88.87,93,91,2024-10-06,2025-01-05,10.754734,78.721543,Completed,0
MPLADS-RD-00437,Madhya Pradesh,Indore,Indore,Rural Engineering Services,Village Road,2.19,8.82,3.71,89,71,2022-01-02,,22.770412,75.839922,Ongoing,0
MPLADS-RD-00438,Bihar,Gaya,Gaya,Rural Engineering Services,Rural Link Road,4.33,18.21,9.98,128,83,2021-08-15,,24.822671,85.014284,Ongoing,0
MPLADS-RD-00439,Gujarat,Ahmedabad,Ahmedabad East,Zilla Parishad,Rural Link Road,5.2,25.76,27.98,121,163,2024-09-27,2025-03-09,23.004465,72.469239,Delayed,0
MPLADS-RD-00440,Chhattisgarh,Durg,Durg,Municipal Corporation,Village Road,0.75,3.91,3.64,51,59,2021-01-26,2021-03-26,21.15449,81.40569,Completed,0
MPLADS-RD-00441,Tamil Nadu,Tiruchirappalli,Tiruchirappalli,Municipal Corporation,Village Road,1.45,6.22,5.71,68,69,2024-07-10,2024-09-17,10.662484,78.643742,Completed,0
MPLADS-RD-00442,Tamil Nadu,Tiruchirappalli,Tiruchirappalli,Zilla Parishad,District Road,6.42,64.64,73.32,140,432,2022-06-06,2023-08-12,10.765426,78.608578,Delayed,1
